"Year","GEO","Class of electricity producer","Type of electricity generation","UOM","VALUE","lastmonth"
2009,"New Brunswick","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",12470984,9
2009,"New Brunswick","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",NA,9
2009,"New Brunswick","Electricity producers, industries","Combustion turbine","Megawatt hours",0,9
2009,"New Brunswick","Electricity producers, industries","Conventional steam turbine","Megawatt hours",579920,9
2009,"New Brunswick","Electricity producers, industries","Hydraulic turbine","Megawatt hours",0,9
2009,"New Brunswick","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",579920,9
2009,"New Brunswick","Total all classes of electricity producer","Combustion turbine","Megawatt hours",1820586,9
2009,"New Brunswick","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",8019499,9
2009,"New Brunswick","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",3250544,9
2009,"New Brunswick","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",4006,9
2009,"New Brunswick","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours",-43731,9
2009,"New Brunswick","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",13050904,9
2009,"New Brunswick","Total all classes of electricity producer","Wind power turbine","Megawatt hours",NA,9
2009,"Newfoundland and Labrador","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",3036,9
2009,"Newfoundland and Labrador","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",939833,9
2009,"Newfoundland and Labrador","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",36010414,9
2009,"Newfoundland and Labrador","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",54172,9
2009,"Newfoundland and Labrador","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",37007455,9
2009,"Newfoundland and Labrador","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",NA,9
2009,"Newfoundland and Labrador","Electricity producers, industries","Combustion turbine","Megawatt hours",270362,9
2009,"Newfoundland and Labrador","Electricity producers, industries","Conventional steam turbine","Megawatt hours",0,9
2009,"Newfoundland and Labrador","Electricity producers, industries","Hydraulic turbine","Megawatt hours",100903,9
2009,"Newfoundland and Labrador","Electricity producers, industries","Internal combustion turbine","Megawatt hours",0,9
2009,"Newfoundland and Labrador","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",371265,9
2009,"Newfoundland and Labrador","Total all classes of electricity producer","Combustion turbine","Megawatt hours",273398,9
2009,"Newfoundland and Labrador","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",939833,9
2009,"Newfoundland and Labrador","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",36111317,9
2009,"Newfoundland and Labrador","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",54172,9
2009,"Newfoundland and Labrador","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",37378720,9
2009,"Newfoundland and Labrador","Total all classes of electricity producer","Wind power turbine","Megawatt hours",NA,9
2009,"Northwest Territories","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",25755,9
2009,"Northwest Territories","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",236544,9
2009,"Northwest Territories","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",55897,9
2009,"Northwest Territories","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",318196,9
2009,"Northwest Territories","Electricity producers, industries","Combustion turbine","Megawatt hours",108669,9
2009,"Northwest Territories","Electricity producers, industries","Hydraulic turbine","Megawatt hours",0,9
2009,"Northwest Territories","Electricity producers, industries","Internal combustion turbine","Megawatt hours",250548,9
2009,"Northwest Territories","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",359217,9
2009,"Northwest Territories","Electricity producers, industries","Wind power turbine","Megawatt hours",NA,9
2009,"Northwest Territories","Total all classes of electricity producer","Combustion turbine","Megawatt hours",134424,9
2009,"Northwest Territories","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",236544,9
2009,"Northwest Territories","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",306445,9
2009,"Northwest Territories","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",677413,9
2009,"Northwest Territories","Total all classes of electricity producer","Wind power turbine","Megawatt hours",NA,9
2009,"Nova Scotia","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",457385,9
2009,"Nova Scotia","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",9773618,9
2009,"Nova Scotia","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",1034532,9
2009,"Nova Scotia","Electricity producers, electric utilities","Tidal power turbine","Megawatt hours",29953,9
2009,"Nova Scotia","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",11390313,9
2009,"Nova Scotia","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",94825,9
2009,"Nova Scotia","Electricity producers, industries","Conventional steam turbine","Megawatt hours",184965,9
2009,"Nova Scotia","Electricity producers, industries","Hydraulic turbine","Megawatt hours",33584,9
2009,"Nova Scotia","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",218549,9
2009,"Nova Scotia","Electricity producers, industries","Wind power turbine","Megawatt hours",NA,9
2009,"Nova Scotia","Total all classes of electricity producer","Combustion turbine","Megawatt hours",457385,9
2009,"Nova Scotia","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours",9958583,9
2009,"Nova Scotia","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",1068116,9
2009,"Nova Scotia","Total all classes of electricity producer","Tidal power turbine","Megawatt hours",29953,9
2009,"Nova Scotia","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",11608862,9
2009,"Nova Scotia","Total all classes of electricity producer","Wind power turbine","Megawatt hours",94825,9
2009,"Nunavut","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",0,9
2009,"Nunavut","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",0,9
2009,"Nunavut","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",160283,9
2009,"Nunavut","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",160283,9
2009,"Nunavut","Electricity producers, industries","Combustion turbine","Megawatt hours",0,9
2009,"Nunavut","Electricity producers, industries","Hydraulic turbine","Megawatt hours",0,9
2009,"Nunavut","Electricity producers, industries","Internal combustion turbine","Megawatt hours",0,9
2009,"Nunavut","Electricity producers, industries","Total all types of electricity generation","Megawatt hours",0,9
2009,"Nunavut","Total all classes of electricity producer","Combustion turbine","Megawatt hours",0,9
2009,"Nunavut","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours",0,9
2009,"Nunavut","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours",160283,9
2009,"Nunavut","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours",160283,9
2009,"Ontario","Electricity producers, electric utilities","Combustion turbine","Megawatt hours",7210528,9
2009,"Ontario","Electricity producers, electric utilities","Conventional steam turbine","Megawatt hours",13180335,9
2009,"Ontario","Electricity producers, electric utilities","Hydraulic turbine","Megawatt hours",38810056,9
2009,"Ontario","Electricity producers, electric utilities","Internal combustion turbine","Megawatt hours",12595,9
2009,"Ontario","Electricity producers, electric utilities","Nuclear steam turbine","Megawatt hours",81748586,9
2009,"Ontario","Electricity producers, electric utilities","Other types of electricity generation","Megawatt hours",NA,9
2009,"Ontario","Electricity producers, electric utilities","Solar","Megawatt hours",NA,9
2009,"Ontario","Electricity producers, electric utilities","Total all types of electricity generation","Megawatt hours",141417551,9
2009,"Ontario","Electricity producers, electric utilities","Wind power turbine","Megawatt hours",455451,9
2009,"Ontario","Electricity producers, industries","Combustion turbine","Megawatt hours",555447,9
